Schema,Table,Column,Action,SQL Statement
escdb-600,policy_desensitize,id,ALTER COLUMN,ALTER TABLE policy_desensitize MODIFY COLUMN id bigint(20) COMMENT 'id';
escdb-600,policy_user_password_regex,eid,ALTER COLUMN,ALTER TABLE policy_user_password_regex MODIFY COLUMN eid varchar(255) COMMENT 'eid';
escdb-600,pr_audit_timinglog,app_version,ALTER COLUMN,ALTER TABLE pr_audit_timinglog MODIFY COLUMN app_version varchar(50) COMMENT '应用程序版本';
escdb-600,pr_audit_timinglog,c_ip,ALTER COLUMN,ALTER TABLE pr_audit_timinglog MODIFY COLUMN c_ip varchar(50) COMMENT 'c ip';
escdb-600,pr_audit_timinglog,geo_city,ALTER COLUMN,ALTER TABLE pr_audit_timinglog MODIFY COLUMN geo_city varchar(255) COMMENT '地理城市';
escdb-600,pr_audit_timinglog,geo_country_long,ALTER COLUMN,ALTER TABLE pr_audit_timinglog MODIFY COLUMN geo_country_long varchar(255) COMMENT '地理国家长期';
escdb-600,pr_audit_timinglog,geo_latitude,ALTER COLUMN,ALTER TABLE pr_audit_timinglog MODIFY COLUMN geo_latitude float COMMENT '地理纬度';
escdb-600,pr_audit_timinglog,geo_longitude,ALTER COLUMN,ALTER TABLE pr_audit_timinglog MODIFY COLUMN geo_longitude float COMMENT '地理经度';
escdb-600,pr_audit_timinglog,geo_region,ALTER COLUMN,ALTER TABLE pr_audit_timinglog MODIFY COLUMN geo_region varchar(255) COMMENT '地理区域';
escdb-600,pr_audit_timinglog,http_req,ALTER COLUMN,ALTER TABLE pr_audit_timinglog MODIFY COLUMN http_req longtext COMMENT 'http请求';
escdb-600,pr_audit_timinglog,id,ALTER COLUMN,ALTER TABLE pr_audit_timinglog MODIFY COLUMN id bigint(20) COMMENT 'id';
escdb-600,pr_audit_timinglog,implementTime,ALTER COLUMN,ALTER TABLE pr_audit_timinglog MODIFY COLUMN implementTime longtext COMMENT '实施时间';
escdb-600,pr_audit_timinglog,log_id,ALTER COLUMN,ALTER TABLE pr_audit_timinglog MODIFY COLUMN log_id varchar(36) COMMENT '日志id';
escdb-600,pr_audit_timinglog,module,ALTER COLUMN,ALTER TABLE pr_audit_timinglog MODIFY COLUMN module varchar(255) COMMENT '单元';
escdb-600,pr_audit_timinglog,name,ALTER COLUMN,ALTER TABLE pr_audit_timinglog MODIFY COLUMN name varchar(255) COMMENT '名称';
escdb-600,pr_audit_timinglog,rel_obj_name,ALTER COLUMN,ALTER TABLE pr_audit_timinglog MODIFY COLUMN rel_obj_name varchar(100) COMMENT 'rel-obj名称';
escdb-600,pr_audit_timinglog,state,ALTER COLUMN,ALTER TABLE pr_audit_timinglog MODIFY COLUMN state int(11) COMMENT '状态';
escdb-600,pr_audit_timinglog,s_ip,ALTER COLUMN,ALTER TABLE pr_audit_timinglog MODIFY COLUMN s_ip varchar(50) COMMENT 's ip';
escdb-600,pr_audit_timinglog,tag,ALTER COLUMN,ALTER TABLE pr_audit_timinglog MODIFY COLUMN tag varchar(100) COMMENT '标签';
escdb-600,pr_audit_timinglog,time,ALTER COLUMN,ALTER TABLE pr_audit_timinglog MODIFY COLUMN time bigint(20) COMMENT '时间';
escdb-600,pr_audit_timinglog,timeField,ALTER COLUMN,ALTER TABLE pr_audit_timinglog MODIFY COLUMN timeField varchar(255) COMMENT '时间字段';
escdb-600,pr_audit_timinglog,type,ALTER COLUMN,ALTER TABLE pr_audit_timinglog MODIFY COLUMN type varchar(255) COMMENT '类型';
escdb-600,pt_account_apply_app,account_no,ALTER COLUMN,ALTER TABLE pt_account_apply_app MODIFY COLUMN account_no varchar(100) COMMENT '帐号';
escdb-600,sys_holiday,create_time,ALTER COLUMN,ALTER TABLE sys_holiday MODIFY COLUMN create_time datetime COMMENT '创建时间';
escdb-600,sys_holiday,creator,ALTER COLUMN,ALTER TABLE sys_holiday MODIFY COLUMN creator varchar(64) COMMENT '创建者';
escdb-600,sys_holiday,id,ALTER COLUMN,ALTER TABLE sys_holiday MODIFY COLUMN id bigint(20) COMMENT 'id';
escdb-600,sys_holiday,updater,ALTER COLUMN,ALTER TABLE sys_holiday MODIFY COLUMN updater varchar(64) COMMENT '更新程序';
escdb-600,sys_holiday,update_time,ALTER COLUMN,ALTER TABLE sys_holiday MODIFY COLUMN update_time datetime COMMENT '更新时间';
escdb-600,sys_images,create_time,ALTER COLUMN,ALTER TABLE sys_images MODIFY COLUMN create_time datetime COMMENT '创建时间';
escdb-600,sys_images,creator,ALTER COLUMN,ALTER TABLE sys_images MODIFY COLUMN creator varchar(64) COMMENT '创建者';
escdb-600,sys_images,eid,ALTER COLUMN,ALTER TABLE sys_images MODIFY COLUMN eid varchar(64) COMMENT 'eid';
escdb-600,sys_images,id,ALTER COLUMN,ALTER TABLE sys_images MODIFY COLUMN id bigint(20) COMMENT 'id';
escdb-600,sys_images,updater,ALTER COLUMN,ALTER TABLE sys_images MODIFY COLUMN updater varchar(64) COMMENT '更新程序';
escdb-600,sys_images,update_time,ALTER COLUMN,ALTER TABLE sys_images MODIFY COLUMN update_time datetime COMMENT '更新时间';
escdb-600,xxl_job_group,id,ALTER COLUMN,ALTER TABLE xxl_job_group MODIFY COLUMN id int(11) COMMENT 'id';
escdb-600,xxl_job_group,update_time,ALTER COLUMN,ALTER TABLE xxl_job_group MODIFY COLUMN update_time datetime COMMENT '更新时间';
escdb-600,xxl_job_info,add_time,ALTER COLUMN,ALTER TABLE xxl_job_info MODIFY COLUMN add_time datetime COMMENT '添加时间';
escdb-600,xxl_job_info,id,ALTER COLUMN,ALTER TABLE xxl_job_info MODIFY COLUMN id int(11) COMMENT 'id';
escdb-600,xxl_job_info,job_desc,ALTER COLUMN,ALTER TABLE xxl_job_info MODIFY COLUMN job_desc varchar(255) COMMENT '作业描述';
escdb-600,xxl_job_info,update_time,ALTER COLUMN,ALTER TABLE xxl_job_info MODIFY COLUMN update_time datetime COMMENT '更新时间';
escdb-600,xxl_job_logglue,add_time,ALTER COLUMN,ALTER TABLE xxl_job_logglue MODIFY COLUMN add_time datetime COMMENT '添加时间';
escdb-600,xxl_job_logglue,id,ALTER COLUMN,ALTER TABLE xxl_job_logglue MODIFY COLUMN id int(11) COMMENT 'id';
escdb-600,xxl_job_logglue,update_time,ALTER COLUMN,ALTER TABLE xxl_job_logglue MODIFY COLUMN update_time datetime COMMENT '更新时间';
escdb-600,xxl_job_log_report,id,ALTER COLUMN,ALTER TABLE xxl_job_log_report MODIFY COLUMN id int(11) COMMENT 'id';
escdb-600,xxl_job_log_report,update_time,ALTER COLUMN,ALTER TABLE xxl_job_log_report MODIFY COLUMN update_time datetime COMMENT '更新时间';
escdb-600,xxl_job_log,id,ALTER COLUMN,ALTER TABLE xxl_job_log MODIFY COLUMN id bigint(20) COMMENT 'id';
escdb-600,xxl_job_registry,id,ALTER COLUMN,ALTER TABLE xxl_job_registry MODIFY COLUMN id int(11) COMMENT 'id';
escdb-600,xxl_job_registry,registry_group,ALTER COLUMN,ALTER TABLE xxl_job_registry MODIFY COLUMN registry_group varchar(50) COMMENT '注册表组';
escdb-600,xxl_job_registry,registry_key,ALTER COLUMN,ALTER TABLE xxl_job_registry MODIFY COLUMN registry_key varchar(255) COMMENT '注册表项';
escdb-600,xxl_job_registry,registry_value,ALTER COLUMN,ALTER TABLE xxl_job_registry MODIFY COLUMN registry_value varchar(255) COMMENT '注册表值';
escdb-600,xxl_job_registry,update_time,ALTER COLUMN,ALTER TABLE xxl_job_registry MODIFY COLUMN update_time datetime COMMENT '更新时间';
escdb-600,xxl_job_user,id,ALTER COLUMN,ALTER TABLE xxl_job_user MODIFY COLUMN id int(11) COMMENT 'id';
